"export-world data (NetLogo 6.0.4)"
"Pac-Man Level Editor.nlogo"
"02/01/2019 11:45:29:114 +0300"

"RANDOM STATE"
"0 0 -1727483681 223 0.0 false -1041107128 1830101854 1918676726 604922858 1157440864 -1848942386 875705919 548796637 -910364054 769179702 1573087842 -1025988002 -669050864 -1827368059 -411406684 1099065011 -1449395967 1305120295 545712925 -1387528491 1891787555 1995339942 779158835 553790267 339361238 -366348876 1225858600 2043856053 -1706167899 -507303532 1826162239 -1453056658 306499462 1002812167 700981843 590414759 -1500289831 -1122097738 -86505770 1222637979 -660470051 -2105682664 -1262578090 931503357 1019620031 -1790438333 -362882821 -843279472 1979044009 1602732011 -80018115 -872670850 -161410022 -55167024 -292710676 1907638888 1708538386 -370722322 1293750719 -1004016593 -1283967152 731622963 305423064 -1489024836 -592907526 732611601 1221076726 1519978285 -1319914297 603171773 -1922539621 36550853 749801824 820654206 -1824251004 382407507 -1958041335 49198339 -1892677519 1288361998 188106411 -842591315 1920493328 -597204526 -245499135 -1938717920 -914384402 -761535766 -1190107086 1000476869 132519218 1191950390 -790787397 -1522056010 433960638 -400043908 1195758326 737383404 1099388427 -723406715 264201482 -1570457082 -367518898 376251482 -1059705844 -1364685898 -681852696 391382416 -1771910119 -1516546202 -999097892 1360847838 -29090150 -98466683 1588662949 614010736 -92196408 -1725753009 1223231824 1524359265 1959527576 -1441673399 -2011203614 -2017169617 624355525 -1252901957 1797540964 -578368603 -1267572477 85398710 -1607437319 -568274176 1356643703 1171694521 54868135 1377159560 341869161 409347683 -745116671 269728297 451042001 1608991601 1338859706 -1697369443 1767116497 -352310918 955341675 473772690 -1289333216 -1159652456 541479214 -1897267490 1186876844 -1068450368 1308648340 -1677710195 -2076222187 1621092413 -1814990487 150200117 -1525572891 -799079438 601153070 166831070 -453523535 1841614986 492856102 -1720676934 1797476617 -293645030 180309523 2141548461 1777817347 2035781035 -1019584721 324472966 215057342 555200256 341816884 -1564069271 -1244144479 487147873 1081702352 768244045 1724903475 1415775182 -2102969827 -1674447407 -1579856598 1163884532 -32382671 -1645706380 -1038097355 1824624855 1671971700 1986548686 -2045187907 -1975841394 -611108997 -1658840894 5257666 -1130286761 -80870511 1320184237 -1677863746 -685852264 -1371245398 303921905 777789574 -1818849029 1808158009 292267413 74590908 842407630 1276820750 -1821576910 -791482827 2139720532 -536475950 -257688275 1098153323 668465364 -1108260436 1927863500 -2095828206 1304196012 -201272237 -136754658 -1080422708 -745730984 1525387844 431147200 1228526712 1746970036 1063437968 1065368803 -281141564 -954936376 579406715 1031068015 1561788034 -995535556 -1552136136 457412835 -1990169198 818071641 -2038869798 1087311902 29860327 -1394856885 1418702038 1870140035 769511341 -1687324768 -705293461 1119400456 -1556567565 -568686203 6530268 1808466091 -1299781222 -1317440716 1516449853 1213661542 1387951216 -321628612 868569426 293747656 -99317326 1076491416 -1042941375 -1281899495 449562527 -984378670 611856555 801736983 1630414162 -886170290 -991188195 -913450539 -1017878011 -1942148359 -484788771 -2013771117 -788544502 190283162 920666920 -1452595778 -1564464364 506296614 1299276201 491271536 1792010417 678356488 225325609 749268050 1581872022 1983596214 -1353704056 -734719679 2042390671 -121240274 -1600940610 1805494323 -316445229 2092676299 -697019106 -1127980391 -1963184863 1476367396 -597015894 1364725244 95133819 25615524 1375497762 860464190 1791358124 -1146505038 1080067190 1193316486 -152651581 -1269142969 -406079994 1354865236 1294273556 1484178983 -1052321388 1928404669 -362958822 -102528653 -1609611039 413091087 1562698969 1488483221 -1739834258 -1606123473 310053137 -2102480971 -1006020875 -1393422299 -1629726008 -1342647993 825126361 -1026366141 2057960067 1882511343 -1883608936 813132130 -769740976 -1033031295 -826000612 -274901397 83064090 -56566465 1293500098 503446693 -966453407 -1853251600 956410633 -1037175295 1660733538 -1486551878 -1946186448 -82591365 -1943189043 1221372347 -1965136022 -1519627214 149158133 -1265643910 -1048794472 1688505378 -1993220324 -2023373491 146403530 743625279 1380556382 -1264830727 245049118 -351487980 1048359997 -387757323 538029653 -357215772 705141239 -1363732437 -1192587128 -897158511 1099603956 11426486 -801423901 -1095337093 -1308523006 -614064546 320138811 -807095990 -1314139409 1182435920 1341341499 1970576263 -1672816716 -1977067074 -1967817541 792106594 -990310754 1301467308 1840313618 -1039109787 159493650 -1476298935 -1924074316 -909193760 -865367426 -589284585 767672911 -563520796 -1987847476 185587133 -1434380292 744924629 1029415671 633235009 -1369546265 344524562 -175025950 1545472706 -1040617967 532173129 357045873 -1672184695 -776205591 2124454875 1707120341 379544776 -722421630 -530620171 -1471519931 750526337 2026057811 797399973 -1989816376 -368798383 -1017775853 123206004 -465089437 633534862 111485274 1336478808 444099299 694359659 1757316717 1752999870 -1192182418 1964539190 388247249 1345262313 -1804217111 -1981483323 -1345634728 -1863693980 -1713098068 -2056714781 2104325425 448173274 1546870665 1003891504 121187383 2024938438 -1731135073 -1302578569 488427546 1868973315 1067440752 731270772 -1669483307 -1942552013 -798386408 -912698081 -913524109 170457203 -9884634 -713991637 -1318108025 -235287949 -1502051990 -346193844 -1785698900 1021945204 -967927839 -1699849535 -963397134 118205066 -158752898 1884368675 -1769808603 298085692 801211507 -1830562364 -1362217480 -730785775 -1547069312 1141677236 825331801 -1679444562 -613656488 264867913 2129360036 -1467018293 240795175 1946289383 1216633607 60200424 -944347830 -2039790631 -2055486115 -413788050 -874477904 -624357690 -191064844 -697868627 -1178917847 -348057525 654394296 869100698 -467316095 -270956062 1984752296 173461346 210985713 1512990306 -903471541 -676930407 334539005 58244730 -2079610097 -59659489 731954762 685591631 -299533657 -1079342209 594392881 -317294632 -2067288593 666695211 -1717892718 -1293810859 -1642561889 -415911273 -1112028407 -2087521461 2127550107 -40267965 1797900309 -677252845 -561829240 -1263187528 1496981833 -376693744 -88286954 2013450139 -1515047625 1410466084 1165726461 -1203233097 -1029265296 -668468173 973097332 236288942 -2003881649 677534160 -587936792 -995240072 -1658381637 -1183379092 1032686919 -1993337716 -1224173797 1151008715 350492607 -800306567 1493376178 -574371919 -1133395372 -671305040 -1726392751 -1450835963 -1286237440 2093745136 -666866643 773250911 -1802102080 -683664257 -85924188 -414871878 383414331 551730209 -1321881948 -1605126037 -2121278905 1592681687 1135639768 1044380856 1903813777 -1049101145 1031442238 -1404097891 -1703148984 -876512585 492051309 1120727125 1097085483 1916353065 -32787693 -2105806627 633374450 -1810932915 1376707281 -783008133 1341708 -261538942 352879456 933651612 -254348105 -1856820917"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","dead?","difficulty","extra-lives","level","level-over?","lives","next-bonus-in","scared","score","tool","which-ghost"
"-10","10","-10","10","0","nobody","171","""NEITHER""","-1","false","0","0","71","false","3","0","0","0","""Place Pellet""","3"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","home-pos","eaten?","powerup?","value","countdown"
"0","45","0","-9","1","""pacman""","""""","9.9999","{breed pacmans}","false","1","1","""up""","[0 -5]",,,,
"155","15","0","-5","-1","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[0 3]","false",,,
"156","26","0","-1","-1","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[1 1]","false",,,
"157","127","0","-5","3","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[0 1]","false",,,
"158","85","0","-1","3","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[-1 1]","false",,,
"165","9.9","324","-3","-1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"166","9.9","332","-3","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"167","9.9","36","-3","-3","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"168","9.9","198","-3","-4","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"170","9.9","115","-3","3","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","pellet-grid?"
"-10","10","105","""""","9.9999","false"
"-9","10","105","""""","9.9999","false"
"-8","10","105","""""","9.9999","false"
"-7","10","105","""""","9.9999","false"
"-6","10","105","""""","9.9999","false"
"-5","10","105","""""","9.9999","false"
"-4","10","105","""""","9.9999","false"
"-3","10","105","""""","9.9999","false"
"-2","10","105","""""","9.9999","false"
"-1","10","105","""""","9.9999","false"
"0","10","105","""""","9.9999","false"
"1","10","105","""""","9.9999","false"
"2","10","105","""""","9.9999","false"
"3","10","105","""""","9.9999","false"
"4","10","105","""""","9.9999","false"
"5","10","105","""""","9.9999","false"
"6","10","105","""""","9.9999","false"
"7","10","105","""""","9.9999","false"
"8","10","105","""""","9.9999","false"
"9","10","105","""""","9.9999","false"
"10","10","105","""""","9.9999","false"
"-10","9","105","""""","9.9999","false"
"-9","9","105","""""","9.9999","false"
"-8","9","105","""""","9.9999","false"
"-7","9","105","""""","9.9999","false"
"-6","9","105","""""","9.9999","false"
"-5","9","105","""""","9.9999","false"
"-4","9","105","""""","9.9999","false"
"-3","9","105","""""","9.9999","false"
"-2","9","105","""""","9.9999","false"
"-1","9","105","""""","9.9999","false"
"0","9","105","""""","9.9999","false"
"1","9","105","""""","9.9999","false"
"2","9","105","""""","9.9999","false"
"3","9","105","""""","9.9999","false"
"4","9","105","""""","9.9999","false"
"5","9","105","""""","9.9999","false"
"6","9","105","""""","9.9999","false"
"7","9","105","""""","9.9999","false"
"8","9","105","""""","9.9999","false"
"9","9","105","""""","9.9999","false"
"10","9","105","""""","9.9999","false"
"-10","8","105","""""","9.9999","false"
"-9","8","105","""""","9.9999","false"
"-8","8","105","""""","9.9999","false"
"-7","8","105","""""","9.9999","false"
"-6","8","105","""""","9.9999","false"
"-5","8","105","""""","9.9999","false"
"-4","8","105","""""","9.9999","false"
"-3","8","105","""""","9.9999","false"
"-2","8","105","""""","9.9999","false"
"-1","8","105","""""","9.9999","false"
"0","8","105","""""","9.9999","false"
"1","8","105","""""","9.9999","false"
"2","8","105","""""","9.9999","false"
"3","8","105","""""","9.9999","false"
"4","8","105","""""","9.9999","false"
"5","8","105","""""","9.9999","false"
"6","8","105","""""","9.9999","false"
"7","8","105","""""","9.9999","false"
"8","8","105","""""","9.9999","false"
"9","8","105","""""","9.9999","false"
"10","8","105","""""","9.9999","false"
"-10","7","105","""""","9.9999","false"
"-9","7","105","""""","9.9999","false"
"-8","7","105","""""","9.9999","false"
"-7","7","105","""""","9.9999","false"
"-6","7","105","""""","9.9999","false"
"-5","7","105","""""","9.9999","false"
"-4","7","105","""""","9.9999","false"
"-3","7","105","""""","9.9999","false"
"-2","7","105","""""","9.9999","false"
"-1","7","105","""""","9.9999","false"
"0","7","105","""""","9.9999","false"
"1","7","105","""""","9.9999","false"
"2","7","105","""""","9.9999","false"
"3","7","0","""""","9.9999","false"
"4","7","105","""""","9.9999","false"
"5","7","105","""""","9.9999","false"
"6","7","105","""""","9.9999","false"
"7","7","105","""""","9.9999","false"
"8","7","105","""""","9.9999","false"
"9","7","105","""""","9.9999","false"
"10","7","105","""""","9.9999","false"
"-10","6","105","""""","9.9999","false"
"-9","6","105","""""","9.9999","false"
"-8","6","105","""""","9.9999","false"
"-7","6","105","""""","9.9999","false"
"-6","6","105","""""","9.9999","false"
"-5","6","105","""""","9.9999","false"
"-4","6","105","""""","9.9999","false"
"-3","6","105","""""","9.9999","false"
"-2","6","105","""""","9.9999","false"
"-1","6","105","""""","9.9999","false"
"0","6","105","""""","9.9999","false"
"1","6","105","""""","9.9999","false"
"2","6","105","""""","9.9999","false"
"3","6","0","""""","9.9999","false"
"4","6","0","""""","9.9999","false"
"5","6","105","""""","9.9999","false"
"6","6","105","""""","9.9999","false"
"7","6","105","""""","9.9999","false"
"8","6","105","""""","9.9999","false"
"9","6","0","""""","9.9999","false"
"10","6","105","""""","9.9999","false"
"-10","5","105","""""","9.9999","false"
"-9","5","105","""""","9.9999","false"
"-8","5","105","""""","9.9999","false"
"-7","5","105","""""","9.9999","false"
"-6","5","105","""""","9.9999","false"
"-5","5","0","""""","9.9999","false"
"-4","5","0","""""","9.9999","false"
"-3","5","0","""""","9.9999","false"
"-2","5","105","""""","9.9999","false"
"-1","5","105","""""","9.9999","false"
"0","5","105","""""","9.9999","false"
"1","5","105","""""","9.9999","false"
"2","5","105","""""","9.9999","false"
"3","5","105","""""","9.9999","false"
"4","5","0","""""","9.9999","false"
"5","5","105","""""","9.9999","false"
"6","5","105","""""","9.9999","false"
"7","5","105","""""","9.9999","false"
"8","5","105","""""","9.9999","false"
"9","5","0","""""","9.9999","false"
"10","5","105","""""","9.9999","false"
"-10","4","105","""""","9.9999","false"
"-9","4","105","""""","9.9999","false"
"-8","4","105","""""","9.9999","false"
"-7","4","105","""""","9.9999","false"
"-6","4","105","""""","9.9999","false"
"-5","4","0","""""","9.9999","false"
"-4","4","105","""""","9.9999","false"
"-3","4","0","""""","9.9999","false"
"-2","4","105","""""","9.9999","false"
"-1","4","0","""""","9.9999","false"
"0","4","105","""""","9.9999","false"
"1","4","105","""""","9.9999","false"
"2","4","105","""""","9.9999","false"
"3","4","105","""""","9.9999","false"
"4","4","0","""""","9.9999","false"
"5","4","105","""""","9.9999","false"
"6","4","105","""""","9.9999","false"
"7","4","105","""""","9.9999","false"
"8","4","105","""""","9.9999","false"
"9","4","0","""""","9.9999","false"
"10","4","105","""""","9.9999","false"
"-10","3","105","""""","9.9999","false"
"-9","3","105","""""","9.9999","false"
"-8","3","105","""""","9.9999","false"
"-7","3","105","""""","9.9999","false"
"-6","3","105","""""","9.9999","false"
"-5","3","0","""""","9.9999","false"
"-4","3","105","""""","9.9999","false"
"-3","3","0","""""","9.9999","true"
"-2","3","105","""""","9.9999","false"
"-1","3","0","""""","9.9999","false"
"0","3","105","""""","9.9999","false"
"1","3","105","""""","9.9999","false"
"2","3","105","""""","9.9999","false"
"3","3","105","""""","9.9999","false"
"4","3","0","""""","9.9999","false"
"5","3","105","""""","9.9999","false"
"6","3","105","""""","9.9999","false"
"7","3","105","""""","9.9999","false"
"8","3","105","""""","9.9999","false"
"9","3","0","""""","9.9999","false"
"10","3","105","""""","9.9999","false"
"-10","2","105","""""","9.9999","false"
"-9","2","105","""""","9.9999","false"
"-8","2","105","""""","9.9999","false"
"-7","2","105","""""","9.9999","false"
"-6","2","105","""""","9.9999","false"
"-5","2","0","""""","9.9999","false"
"-4","2","105","""""","9.9999","false"
"-3","2","0","""""","9.9999","false"
"-2","2","105","""""","9.9999","false"
"-1","2","0","""""","9.9999","false"
"0","2","105","""""","9.9999","false"
"1","2","105","""""","9.9999","false"
"2","2","105","""""","9.9999","false"
"3","2","105","""""","9.9999","false"
"4","2","105","""""","9.9999","false"
"5","2","105","""""","9.9999","false"
"6","2","105","""""","9.9999","false"
"7","2","105","""""","9.9999","false"
"8","2","105","""""","9.9999","false"
"9","2","0","""""","9.9999","false"
"10","2","105","""""","9.9999","false"
"-10","1","105","""""","9.9999","false"
"-9","1","0","""""","9.9999","false"
"-8","1","0","""""","9.9999","false"
"-7","1","0","""""","9.9999","false"
"-6","1","0","""""","9.9999","false"
"-5","1","0","""""","9.9999","false"
"-4","1","0","""""","9.9999","false"
"-3","1","0","""""","9.9999","false"
"-2","1","0","""""","9.9999","false"
"-1","1","0","""""","9.9999","false"
"0","1","105","""""","9.9999","false"
"1","1","105","""""","9.9999","false"
"2","1","105","""""","9.9999","false"
"3","1","105","""""","9.9999","false"
"4","1","105","""""","9.9999","false"
"5","1","105","""""","9.9999","false"
"6","1","105","""""","9.9999","false"
"7","1","105","""""","9.9999","false"
"8","1","105","""""","9.9999","false"
"9","1","105","""""","9.9999","false"
"10","1","105","""""","9.9999","false"
"-10","0","105","""""","9.9999","false"
"-9","0","105","""""","9.9999","false"
"-8","0","105","""""","9.9999","false"
"-7","0","105","""""","9.9999","false"
"-6","0","105","""""","9.9999","false"
"-5","0","0","""""","9.9999","false"
"-4","0","105","""""","9.9999","false"
"-3","0","0","""""","9.9999","false"
"-2","0","105","""""","9.9999","false"
"-1","0","0","""""","9.9999","false"
