"export-world data (NetLogo 6.0.4)"
"Pac-Man Level Editor.nlogo"
"02/01/2019 01:28:46:801 +0300"

"RANDOM STATE"
"0 0 -1727483681 376 0.0 false -1176161223 -55447228 1765627824 635445172 134386811 1270644861 902806119 -338747404 2095499125 1625399762 -1902806093 1349413865 -390168045 -501371412 1375373231 447563885 1529018708 -684255300 -494331802 -788616573 -1536712046 80072807 -578363390 -1286260231 768799543 -603073901 -871661636 -1764214902 -271477481 -131860667 -1181718862 718788402 -1619461809 -719412907 1784846958 -107844745 -1221199452 -798108089 -42808934 -1977235682 1301295492 1580712770 -1726816048 -36824565 -1059127906 -253636072 -691385724 -1806069390 -1822500635 -756867249 2117017703 -128001689 513578895 -1469251241 -48844163 876758876 419001505 -88241070 864949558 1341919875 1387883444 2031291492 -14152420 733789457 1293035126 -1469047979 -381081809 674499355 120776028 1477114443 -1566845354 -1040839703 551126309 679776332 626371008 -1074445076 1370245020 -1712293111 1683141247 -1164369649 -127623795 -457547750 971399871 453029534 656022748 1086060965 452862784 -1182651746 -298693676 -1817644072 -1920003829 -1836876538 1637474581 2103739938 529039453 -560321043 -1264993617 1441653083 -642327012 1228838243 -492687284 315516935 -1174361177 559411480 1073910861 -1681624752 -292370769 -715660056 564431790 1842121834 831381853 828212482 -1923866492 -1557672819 -872214884 1453441499 -760939607 -1867144687 643404699 -1820266349 -1845597035 1519203350 -287252400 -513815787 723100911 -620135473 -1540662209 1258243807 1057786565 1153323428 -2012710716 765840168 1944795572 652166995 -2055713924 1682336720 -64211065 670832053 14492200 -1005322662 -939520747 1990819237 154172936 -2041716890 194997227 1493545974 -207906851 2045326163 -1918996680 -293181248 1542121666 1078843718 -393300653 417038303 601165579 -1539705836 -1396574585 -149691555 -1700564378 1917383032 -364619550 -1385736612 -2035067872 -1425731770 896174859 -639347052 -1128073475 -903983494 -32536942 -697910010 508911763 -1433060836 1481415100 -835637722 -1751135374 -855808691 -2004011999 -909184686 421181904 759536963 -1456043102 203965077 1163535199 992234033 1833618536 -1087232724 -1886445266 1522347327 1276386649 -738665105 513007897 198391769 1125263520 1253772169 404081363 -883521093 -2124025516 -1599984008 269016547 -1345496045 676610923 -1537699517 2113808738 -2032951864 338534071 1923018217 1948599032 439702099 216120696 -1627363986 1214239876 -1604382019 -1575758909 -2012565031 1863927196 1631803361 -970756836 1363546421 659027523 -1724571818 -747492416 1214913354 -904659000 -448243206 1583492647 1772204061 162713028 651812589 -330204500 386874011 -239983389 -36969636 -1163928768 -2081158957 941958934 -1079083878 -563544915 937221211 -2017586453 -223206411 -121183423 773176241 -945391824 2012036265 -677268869 994354901 545801864 1449483294 -535107974 1850978946 -1219808433 -350548006 -159097174 -1107749491 384414383 -363278845 -2080643355 100073678 1469480651 -534900005 1931451994 546821253 -2089565327 -224106700 -275141951 1834598963 -1407671852 -164277870 -1605297259 -254625452 -616586205 1588702407 749911283 756467207 -568683438 -510122039 880325500 2102605170 1613377766 506422470 2144967582 -3884118 1164015658 -1756590379 1984790717 -231605304 -1936402358 1469988785 874915292 547777521 -1741539332 -426953835 -1311707477 -2100668096 -1051885060 804153864 -1981296491 -76173226 1152865253 -387306715 -1021746691 -1834176030 1459899732 -559911835 -205560885 -309669857 1426462923 124550047 -571135525 242646296 1259333224 1722096 1914342469 -1583012087 602139435 886994991 -1499268697 584042706 1250835135 248936576 -1645521467 658766058 1763629133 534301940 -1358393020 1303199728 870522968 -1420897758 -90376338 275911736 670508154 -556418871 -2105297991 1426702177 769001285 740364867 1816959084 -573448879 230206674 -1741026327 -1519641218 -906249062 1350755963 728679762 -257447658 1963238951 -239354498 -1731039155 -1988699148 -266420174 -1796961082 -1845450650 658906339 1364458749 488129289 321817457 -420062477 888497681 -478947310 2085851565 401864531 1314183094 -95348347 -2117736241 1828186011 445103843 77916875 126540601 -854754183 -1375111416 -996918209 928067594 -1679751706 1147399372 1295539699 688489648 -1929877119 1665165875 463842833 854905407 -378238257 1313436229 2144809853 -902667249 -585885214 355525524 2060243588 -769392955 1596969192 297425331 -957019856 -2122031675 -1266452076 -1919169361 1042127695 651798205 -73490119 -1079439382 428574854 1621926188 -1190684408 -131345023 304352546 30783941 -942789704 -104062333 -1281700560 -1392709815 1871666056 -1458450714 1658937485 1931770445 1813191193 -2113899809 1015939604 -772731261 -8900708 -1415038001 1479346343 -288151280 -287055233 -1556847552 -1943254422 41747949 -1758282015 2136259288 -1123345715 968027558 1070649622 -507301901 1324678704 -1945524425 2024537973 1470971685 -1012448901 -1077222055 773316953 -138811524 -1896569488 1397828492 1475011122 1152828339 -30592767 -1603137470 488329021 -2054361135 -1181180153 1578948945 498786918 2069832814 456515121 -1263749822 -457160473 1485372475 -1340066955 -202659807 -310683147 -1879985822 336570557 -555578225 -2118755449 1368936335 -972626087 -2049272924 1493202307 73300285 851329174 1956375216 -884356472 955472198 574678174 -1933671950 2115842205 515515474 -372286237 192161833 -1443879401 2037085862 138187309 2146971743 -806719556 1208530700 -2129751424 -708932447 -1518156032 -255585826 -462608225 1319611313 -1362102173 -294663766 864793671 -1348988777 727956980 -1262775676 120126690 -1139757979 -441407325 -539958826 644636426 -1162615870 -1352343901 -852224860 1089034302 -1108331876 1199980615 -1601926612 609556247 -589546659 1471607708 920602627 -1675623477 -1393999209 -1799110021 735268895 1392992349 -668876346 -1960024332 428514963 -1654538399 1639457463 1262488967 -1850022403 2119116155 -1756143660 1527266840 -1775416879 18032852 -152922515 -405450790 -625234431 1198163463 1902513487 -183803244 -560580500 403224439 -241200340 -316994436 -121744164 1535081589 1290505993 1175664567 1171707690 1271222859 -586321379 452068622 -999988672 -686526471 6339981 598086824 -1814347108 1219660442 1545378206 1399351057 1723735140 768495886 -353039915 1037169476 -207474229 -1828279838 1985370509 -900966780 -939135749 -1431495893 2020557851 -428388621 1052554 945640844 536204061 327361395 1324335120 848848914 1011637590 -837207479 1748433687 1838871528 -1678391222 -1235388488 1791708468 -1498617839 -991698409 460267385 2035737253 329552729 1995512925 590564258 287413058 -1826736217 1659947522 -1134455004 2118832430 -104610463 -552880266 920300388 -699793535 1530385312 1434266029 1342343592 -1955282500 -1034017306 -129512075 -1649535447 1002050197 -317974300 978742620 342729805 568070705 -138839367 -488541000 -647299925 -645938545 1169865728 -441211359 -1333966916 561600112 -182271830 -325285511 -1726289715 625045710 48105264 -816487087 -2066646272 785144771 1231361358 2120518650"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","dead?","difficulty","extra-lives","level","level-over?","lives","next-bonus-in","scared","score","tool","which-ghost"
"-10","10","-10","10","0","nobody","165","""NEITHER""","-1","false","0","0","8","false","3","0","0","0","""Draw Ghost Gate""","2"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","home-pos","eaten?","powerup?","value","countdown"
"0","45","0","-9","1","""pacman""","""""","9.9999","{breed pacmans}","false","1","1","""up""","[0 -5]",,,,
"155","15","0","-5","-1","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[0 3]","false",,,
"156","26","0","-3","-1","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[1 1]","false",,,
"157","127","0","-5","3","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[0 1]","false",,,
"158","85","0","-1","3","""ghost""","""""","9.9999","{breed ghosts}","false","1","1","""up""","[-1 1]","false",,,
"159","9.9","195","-3","3","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"160","9.9","245","-1","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"161","9.9","225","-1","-1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"162","9.9","274","-1","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"163","9.9","103","-1","-3","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"164","9.9","198","-1","-4","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","pellet-grid?"
"-10","10","105","""""","9.9999","false"
"-9","10","105","""""","9.9999","false"
"-8","10","105","""""","9.9999","false"
"-7","10","105","""""","9.9999","false"
"-6","10","105","""""","9.9999","false"
"-5","10","105","""""","9.9999","false"
"-4","10","105","""""","9.9999","false"
"-3","10","105","""""","9.9999","false"
"-2","10","105","""""","9.9999","false"
"-1","10","105","""""","9.9999","false"
"0","10","105","""""","9.9999","false"
"1","10","105","""""","9.9999","false"
"2","10","105","""""","9.9999","false"
"3","10","105","""""","9.9999","false"
"4","10","105","""""","9.9999","false"
"5","10","105","""""","9.9999","false"
"6","10","105","""""","9.9999","false"
"7","10","105","""""","9.9999","false"
"8","10","105","""""","9.9999","false"
"9","10","105","""""","9.9999","false"
"10","10","105","""""","9.9999","false"
"-10","9","105","""""","9.9999","false"
"-9","9","105","""""","9.9999","false"
"-8","9","105","""""","9.9999","false"
"-7","9","105","""""","9.9999","false"
"-6","9","105","""""","9.9999","false"
"-5","9","105","""""","9.9999","false"
"-4","9","105","""""","9.9999","false"
"-3","9","105","""""","9.9999","false"
"-2","9","105","""""","9.9999","false"
"-1","9","105","""""","9.9999","false"
"0","9","105","""""","9.9999","false"
"1","9","105","""""","9.9999","false"
"2","9","105","""""","9.9999","false"
"3","9","105","""""","9.9999","false"
"4","9","105","""""","9.9999","false"
"5","9","105","""""","9.9999","false"
"6","9","105","""""","9.9999","false"
"7","9","105","""""","9.9999","false"
"8","9","105","""""","9.9999","false"
"9","9","105","""""","9.9999","false"
"10","9","105","""""","9.9999","false"
"-10","8","105","""""","9.9999","false"
"-9","8","105","""""","9.9999","false"
"-8","8","105","""""","9.9999","false"
"-7","8","105","""""","9.9999","false"
"-6","8","105","""""","9.9999","false"
"-5","8","105","""""","9.9999","false"
"-4","8","105","""""","9.9999","false"
"-3","8","105","""""","9.9999","false"
"-2","8","105","""""","9.9999","false"
"-1","8","105","""""","9.9999","false"
"0","8","105","""""","9.9999","false"
"1","8","105","""""","9.9999","false"
"2","8","105","""""","9.9999","false"
"3","8","105","""""","9.9999","false"
"4","8","105","""""","9.9999","false"
"5","8","105","""""","9.9999","false"
"6","8","105","""""","9.9999","false"
"7","8","105","""""","9.9999","false"
"8","8","105","""""","9.9999","false"
"9","8","105","""""","9.9999","false"
"10","8","105","""""","9.9999","false"
"-10","7","105","""""","9.9999","false"
"-9","7","105","""""","9.9999","false"
"-8","7","105","""""","9.9999","false"
"-7","7","105","""""","9.9999","false"
"-6","7","105","""""","9.9999","false"
"-5","7","105","""""","9.9999","false"
"-4","7","105","""""","9.9999","false"
"-3","7","105","""""","9.9999","false"
"-2","7","105","""""","9.9999","false"
"-1","7","105","""""","9.9999","false"
"0","7","105","""""","9.9999","false"
"1","7","105","""""","9.9999","false"
"2","7","105","""""","9.9999","false"
"3","7","0","""""","9.9999","false"
"4","7","105","""""","9.9999","false"
"5","7","105","""""","9.9999","false"
"6","7","105","""""","9.9999","false"
"7","7","105","""""","9.9999","false"
"8","7","105","""""","9.9999","false"
"9","7","105","""""","9.9999","false"
"10","7","105","""""","9.9999","false"
"-10","6","105","""""","9.9999","false"
"-9","6","105","""""","9.9999","false"
"-8","6","105","""""","9.9999","false"
"-7","6","105","""""","9.9999","false"
"-6","6","105","""""","9.9999","false"
"-5","6","105","""""","9.9999","false"
"-4","6","105","""""","9.9999","false"
"-3","6","105","""""","9.9999","false"
"-2","6","105","""""","9.9999","false"
"-1","6","105","""""","9.9999","false"
"0","6","105","""""","9.9999","false"
"1","6","105","""""","9.9999","false"
"2","6","105","""""","9.9999","false"
"3","6","0","""""","9.9999","false"
"4","6","0","""""","9.9999","false"
"5","6","105","""""","9.9999","false"
"6","6","105","""""","9.9999","false"
"7","6","105","""""","9.9999","false"
"8","6","105","""""","9.9999","false"
"9","6","0","""""","9.9999","false"
"10","6","105","""""","9.9999","false"
"-10","5","105","""""","9.9999","false"
"-9","5","105","""""","9.9999","false"
"-8","5","105","""""","9.9999","false"
"-7","5","105","""""","9.9999","false"
"-6","5","105","""""","9.9999","false"
"-5","5","0","""""","9.9999","false"
"-4","5","0","""""","9.9999","false"
"-3","5","0","""""","9.9999","false"
"-2","5","105","""""","9.9999","false"
"-1","5","105","""""","9.9999","false"
"0","5","105","""""","9.9999","false"
"1","5","105","""""","9.9999","false"
"2","5","105","""""","9.9999","false"
"3","5","105","""""","9.9999","false"
"4","5","0","""""","9.9999","false"
"5","5","105","""""","9.9999","false"
"6","5","105","""""","9.9999","false"
"7","5","105","""""","9.9999","false"
"8","5","105","""""","9.9999","false"
"9","5","0","""""","9.9999","false"
"10","5","105","""""","9.9999","false"
"-10","4","105","""""","9.9999","false"
"-9","4","105","""""","9.9999","false"
"-8","4","105","""""","9.9999","false"
"-7","4","105","""""","9.9999","false"
"-6","4","105","""""","9.9999","false"
"-5","4","0","""""","9.9999","false"
"-4","4","105","""""","9.9999","false"
"-3","4","0","""""","9.9999","false"
"-2","4","105","""""","9.9999","false"
"-1","4","0","""""","9.9999","false"
"0","4","105","""""","9.9999","false"
"1","4","105","""""","9.9999","false"
"2","4","105","""""","9.9999","false"
"3","4","105","""""","9.9999","false"
"4","4","0","""""","9.9999","false"
"5","4","105","""""","9.9999","false"
"6","4","105","""""","9.9999","false"
"7","4","105","""""","9.9999","false"
"8","4","105","""""","9.9999","false"
"9","4","0","""""","9.9999","false"
"10","4","105","""""","9.9999","false"
"-10","3","105","""""","9.9999","false"
"-9","3","105","""""","9.9999","false"
"-8","3","105","""""","9.9999","false"
"-7","3","105","""""","9.9999","false"
"-6","3","105","""""","9.9999","false"
"-5","3","0","""""","9.9999","false"
"-4","3","105","""""","9.9999","false"
"-3","3","0","""""","9.9999","true"
"-2","3","105","""""","9.9999","false"
"-1","3","0","""""","9.9999","false"
"0","3","105","""""","9.9999","false"
"1","3","105","""""","9.9999","false"
"2","3","105","""""","9.9999","false"
"3","3","105","""""","9.9999","false"
"4","3","0","""""","9.9999","false"
"5","3","105","""""","9.9999","false"
"6","3","105","""""","9.9999","false"
"7","3","105","""""","9.9999","false"
"8","3","105","""""","9.9999","false"
"9","3","0","""""","9.9999","false"
"10","3","105","""""","9.9999","false"
"-10","2","105","""""","9.9999","false"
"-9","2","105","""""","9.9999","false"
"-8","2","105","""""","9.9999","false"
"-7","2","105","""""","9.9999","false"
"-6","2","5","""""","9.9999","false"
"-5","2","5","""""","9.9999","false"
"-4","2","5","""""","9.9999","false"
"-3","2","5","""""","9.9999","false"
"-2","2","5","""""","9.9999","false"
"-1","2","5","""""","9.9999","false"
"0","2","5","""""","9.9999","false"
"1","2","105","""""","9.9999","false"
"2","2","105","""""","9.9999","false"
"3","2","105","""""","9.9999","false"
"4","2","105","""""","9.9999","false"
"5","2","105","""""","9.9999","false"
"6","2","105","""""","9.9999","false"
"7","2","105","""""","9.9999","false"
"8","2","105","""""","9.9999","false"
"9","2","0","""""","9.9999","false"
"10","2","105","""""","9.9999","false"
"-10","1","105","""""","9.9999","false"
"-9","1","0","""""","9.9999","false"
"-8","1","0","""""","9.9999","false"
"-7","1","0","""""","9.9999","false"
"-6","1","0","""""","9.9999","false"
"-5","1","0","""""","9.9999","false"
"-4","1","0","""""","9.9999","false"
"-3","1","0","""""","9.9999","false"
"-2","1","0","""""","9.9999","false"
"-1","1","0","""""","9.9999","false"
"0","1","105","""""","9.9999","false"
"1","1","105","""""","9.9999","false"
"2","1","105","""""","9.9999","false"
"3","1","105","""""","9.9999","false"
"4","1","105","""""","9.9999","false"
"5","1","105","""""","9.9999","false"
"6","1","105","""""","9.9999","false"
"7","1","105","""""","9.9999","false"
"8","1","105","""""","9.9999","false"
"9","1","105","""""","9.9999","false"
"10","1","105","""""","9.9999","false"
"-10","0","105","""""","9.9999","false"
"-9","0","105","""""","9.9999","false"
"-8","0","105","""""","9.9999","false"
"-7","0","105","""""","9.9999","false"
"-6","0","105","""""","9.9999","false"
"-5","0","0","""""","9.9999","false"
"-4","0","105","""""","9.9999","false"
"-3","0","0","""""","9.9999","false"
"-2","0","105","""""","9.9999","false"
"-1","0","0","""""","9.9999","true"
"0","0","105","""""","9.9999","false"
"1","0","105","""""","9.9999","false"
